ARTIST_ID,ARTIST_NAME,ARTIST_FOLLOWERS,ARTIST_POPULARITY
36QJpDe2go2KgaRleHCDTp,"Led Zeppelin",706585,82
0f8MDDzIc6M4uH1xH0o0gy,"Robert Johnson",51990,58
